date,min,max,normal_min,normal_max,precipitation,precipitation_normal
20000709,74,87,74.8,87.9,2.29,8.38
20000710,74,87,74.9,87.9,2.29,8.4
20000711,74,86,74.9,87.9,2.33,8.41
20000712,74,86,74.9,88,2.41,8.43
20000713,74,87,75,88,2.41,8.44
20000714,75,86,75,88,2.41,8.46
20000715,74,86,75,88.1,2.44,8.47
20000716,73,87,75.1,88.1,2.46,8.49
20000717,74,87,75.1,88.1,2.46,8.51
20000718,74,87,75.2,88.2,2.46,8.52
20000719,75,88,75.2,88.2,2.46,8.54
20000720,75,85,75.3,88.2,2.55,8.55
20000721,75,88,75.3,88.2,2.55,8.57
20000722,76,89,75.3,88.3,2.55,8.59
20000723,76,88,75.4,88.3,2.55,8.61
20000724,75,88,75.4,88.3,2.55,8.63
20000725,76,87,75.5,88.4,2.56,8.64
20000726,75,88,75.5,88.4,2.56,8.66
20000727,75,88,75.5,88.4,2.57,8.68
20000728,77,90,75.6,88.5,2.57,8.7
20000729,76,89,75.6,88.5,2.57,8.71
20000730,76,88,75.6,88.5,2.57,8.73
20000731,75,87,75.7,88.6,2.64,8.75
20000801,73,84,75.7,88.6,2.65,8.77
20000802,74,89,75.7,88.6,2.65,8.79
20000803,77,89,75.7,88.6,2.65,8.81
20000804,75,87,75.7,88.7,2.65,8.83
20000805,75,89,75.8,88.7,2.65,8.85
20000806,73,86,75.8,88.7,2.97,8.87
20000807,72,89,75.8,88.7,2.97,8.89
20000808,75,87,75.8,88.8,2.97,8.9
20000809,76,88,75.8,88.8,2.97,8.92
20000810,75,88,75.8,88.8,2.97,8.94
20000811,74,89,75.8,88.8,2.97,8.96
20000812,74,89,75.8,88.8,2.97,8.99
20000813,75,84,75.8,88.8,2.99,9.01
20000814,70,88,75.7,88.9,2.99,9.04
20000815,75,90,75.7,88.9,2.99,9.07
20000816,76,90,75.7,88.9,2.99,9.1
20000817,76,89,75.7,88.9,3.01,9.13
20000818,77,89,75.7,88.9,3.01,9.16
20000819,75,88,75.6,88.9,3.01,9.19
20000820,76,85,75.6,88.9,3.2,9.22
20000821,78,87,75.6,88.9,3.2,9.25
20000822,77,85,75.5,88.9,3.2,9.28
20000823,76,89,75.5,88.9,3.2,9.31
20000824,76,89,75.4,88.9,3.2,9.34
20000825,75,88,75.4,88.9,3.2,9.38
20000826,76,88,75.4,88.8,3.2,9.41
20000827,73,88,75.3,88.8,3.48,9.44
20000828,72,86,75.3,88.8,3.81,9.47
20000829,75,88,75.2,88.8,3.81,9.51
20000830,77,88,75.2,88.8,3.81,9.55
20000831,77,87,75.2,88.8,3.81,9.59
20000901,76,89,75.1,88.7,3.81,9.62
20000902,76,89,75.1,88.7,3.81,9.66
20000903,76,87,75.1,88.7,3.81,9.7
20000904,74,82,75,88.7,3.83,9.73
20000905,74,85,75,88.7,3.93,9.77
20000906,75,89,75,88.6,3.93,9.8
20000907,78,87,74.9,88.6,3.93,9.84
20000908,77,87,74.9,88.6,3.93,9.87
20000909,76,88,74.9,88.6,3.93,9.9
20000910,75,87,74.9,88.6,3.93,9.93
20000911,75,88,74.8,88.5,3.93,9.96
20000912,76,89,74.8,88.5,3.93,9.99
20000913,74,87,74.8,88.5,3.93,10.02
20000914,74,87,74.8,88.5,3.93,10.05
20000915,73,89,74.8,88.4,3.93,10.07
20000916,74,89,74.7,88.4,3.93,10.1
20000917,74,87,74.7,88.4,3.93,10.13
20000918,76,88,74.7,88.4,3.93,10.15
20000919,74,89,74.7,88.3,3.93,10.18
20000920,74,86,74.7,88.3,3.93,10.21
20000921,71,86,74.7,88.3,3.93,10.23
20000922,70,87,74.7,88.2,3.93,10.26
20000923,71,88,74.7,88.2,3.93,10.29
20000924,70,87,74.7,88.2,3.93,10.31
20000925,71,88,74.7,88.1,3.93,10.34
20000926,70,88,74.7,88.1,3.93,10.37
20000927,76,85,74.6,88.1,4.22,10.39
20000928,76,86,74.6,88,4.51,10.42
20000929,72,85,74.6,88,4.59,10.45
20000930,70,85,74.6,88,4.59,10.47
20001001,72,86,74.6,87.9,4.59,10.5
20001002,74,86,74.6,87.9,4.59,10.53
20001003,74,88,74.5,87.8,4.59,10.56
20001004,75,88,74.5,87.8,4.59,10.59
20001005,74,86,74.5,87.7,4.6,10.63
20001006,76,88,74.5,87.7,4.6,10.67
20001007,74,87,74.4,87.6,4.6,10.71
20001008,75,87,74.4,87.6,4.6,10.75
20001009,74,85,74.4,87.5,4.6,10.79
20001010,75,86,74.3,87.4,4.6,10.83
20001011,76,86,74.3,87.4,4.6,10.87
20001012,74,88,74.2,87.3,4.61,10.92
20001013,75,87,74.2,87.2,4.7,10.96
20001014,76,86,74.1,87.1,4.7,11
20001015,76,86,74.1,87.1,4.7,11.05
20001016,74,87,74,87,4.7,11.09
20001017,74,86,73.9,86.9,4.7,11.14
20001018,75,87,73.9,86.8,4.7,11.18
20001019,77,89,73.8,86.7,4.7,11.23
20001020,77,86,73.7,86.7,4.7,11.28
20001021,74,88,73.7,86.6,4.7,11.34
20001022,72,87,73.6,86.5,4.7,11.41
20001023,75,87,73.5,86.4,4.7,11.47
20001024,73,87,73.4,86.3,4.7,11.54
20001025,72,85,73.4,86.2,4.74,11.6
20001026,73,86,73.3,86.1,4.83,11.67
20001027,73,86,73.2,86,4.83,11.73
20001028,73,87,73.1,85.9,4.83,11.79
20001029,72,84,73,85.8,4.84,11.85
20001030,71,87,73,85.7,4.84,11.92
20001031,75,85,72.9,85.6,4.84,11.98
20001101,75,84,72.8,85.5,4.87,12.06
20001102,74,82,72.7,85.4,5.68,12.14
20001103,74,82,72.7,85.3,6.36,12.22
20001104,72,83,72.6,85.2,6.71,12.29
20001105,75,84,72.5,85.1,6.71,12.37
20001106,74,83,72.4,85,6.71,12.45
20001107,73,85,72.4,84.9,6.71,12.52
20001108,69,85,72.3,84.8,6.71,12.6
20001109,73,85,72.2,84.7,6.72,12.68
20001110,72,84,72.1,84.6,6.72,12.76
20001111,72,84,72.1,84.5,6.72,12.83
20001112,71,82,72,84.4,6.74,12.91
20001113,74,84,71.9,84.3,6.74,12.99
20001114,74,84,71.9,84.2,6.74,13.07
20001115,73,85,71.8,84.1,6.79,13.15
20001116,72,83,71.8,84,6.87,13.23
20001117,73,84,71.7,83.9,6.87,13.32
20001118,70,83,71.6,83.8,6.92,13.4
20001119,71,81,71.6,83.7,6.92,13.47
20001120,73,82,71.5,83.7,6.92,13.54
20001121,71,82,71.4,83.6,6.92,13.61
20001122,71,83,71.4,83.5,6.92,13.67
20001123,73,83,71.3,83.4,6.92,13.74
20001124,72,82,71.2,83.3,6.92,13.81
20001125,72,81,71.2,83.3,6.92,13.88
20001126,70,84,71.1,83.2,6.92,13.95
20001127,68,82,71,83.1,6.93,14.02
20001128,73,83,71,83,6.93,14.09
20001129,69,82,70.9,83,6.93,14.16
20001130,66,81,70.8,82.9,6.93,14.23
20001201,64,82,70.7,82.8,6.93,14.29
20001202,67,83,70.7,82.7,6.93,14.35
20001203,69,82,70.6,82.7,6.93,14.41
20001204,67,80,70.5,82.6,6.93,14.47
20001205,66,83,70.4,82.5,6.93,14.53
20001206,67,84,70.3,82.4,6.93,14.59
20001207,68,82,70.2,82.4,6.93,14.65
20001208,67,82,70.1,82.3,6.94,14.71
20001209,67,83,70,82.2,6.94,14.77
20001210,67,81,69.9,82.2,6.94,14.83
20001211,67,81,69.8,82.1,6.94,14.89
20001212,73,83,69.7,82,6.94,14.96
20001213,74,83,69.6,82,6.94,15.03
20001214,69,83,69.5,81.9,6.96,15.1
20001215,68,83,69.4,81.8,6.96,15.17
20001216,71,85,69.2,81.8,6.96,15.24
20001217,67,83,69.1,81.7,6.96,15.31
20001218,65,81,69,81.6,6.96,15.38
20001219,65,83,68.9,81.6,6.96,15.46
20001220,69,81,68.8,81.5,6.97,15.55
20001221,71,84,68.6,81.5,7.1,15.63
20001222,72,82,68.5,81.4,7.1,15.71
20001223,68,84,68.4,81.3,7.1,15.79
20001224,63,81,68.3,81.3,7.1,15.87
20001225,67,79,68.2,81.2,7.1,15.95
20001226,64,79,68.1,81.2,7.1,16.03
20001227,65,80,67.9,81.1,7.1,16.1
20001228,66,81,67.8,81.1,7.1,16.18
20001229,69,82,67.7,81,7.1,16.25
20001230,66,81,67.6,80.9,7.1,16.33
20001231,63,79,67.5,80.9,7.1,16.41
20010101,71,81,67.4,80.9,0.02,0.08
20010102,68,79,67.3,80.8,0.03,0.15
20010103,67,82,67.3,80.8,0.03,0.22
20010104,72,81,67.2,80.7,0.03,0.29
20010105,67,82,67.1,80.7,0.03,0.36
20010106,65,80,67,80.7,0.03,0.44
20010107,65,81,67,80.6,0.03,0.51
20010108,65,84,66.9,80.6,0.03,0.58
20010109,73,81,66.8,80.6,0.03,0.65
20010110,71,82,66.8,80.5,0.03,0.72
20010111,69,84,66.8,80.5,0.03,0.78
20010112,70,83,66.7,80.5,0.03,0.84
20010113,70,81,66.7,80.5,0.08,0.9
20010114,68,83,66.7,80.4,0.08,0.96
20010115,70,83,66.6,80.4,0.08,1.02
20010116,67,83,66.6,80.4,0.08,1.07
20010117,63,80,66.6,80.4,0.08,1.13
20010118,66,82,66.6,80.4,0.08,1.17
20010119,69,83,66.6,80.4,0.08,1.22
20010120,71,83,66.6,80.4,0.08,1.27
20010121,71,83,66.6,80.4,0.08,1.32
20010122,73,83,66.6,80.4,0.08,1.37
20010123,71,83,66.6,80.4,0.08,1.42
20010124,64,82,66.6,80.4,0.11,1.48
20010125,70,82,66.7,80.4,0.11,1.53
20010126,70,83,66.7,80.4,0.11,1.58
20010127,70,83,66.7,80.4,0.11,1.62
20010128,72,82,66.7,80.4,0.11,1.68
20010129,69,81,66.7,80.4,0.18,1.73
20010130,66,83,66.8,80.4,0.18,1.78
20010131,68,83,66.8,80.4,0.18,1.84
20010201,66,81,66.8,80.4,0.18,1.9
20010202,66,84,66.8,80.4,0.18,1.97
20010203,68,81,66.9,80.4,0.23,2.03
20010204,66,78,66.9,80.4,0.23,2.09
20010205,64,78,66.9,80.4,0.23,2.15
20010206,63,78,67,80.5,0.29,2.21
20010207,59,78,67,80.5,0.29,2.27
20010208,63,79,67,80.5,0.32,2.34
20010209,71,80,67,80.5,0.32,2.4
20010210,68,82,67,80.5,0.42,2.46
20010211,69,80,67.1,80.5,0.47,2.51
20010212,66,81,67.1,80.5,0.47,2.57
20010213,70,81,67.1,80.5,0.5,2.64
20010214,70,79,67.1,80.5,0.51,2.71
20010215,69,81,67.1,80.5,0.64,2.78
20010216,70,81,67.1,80.5,0.64,2.85
20010217,70,80,67.2,80.5,0.64,2.93
20010218,68,81,67.2,80.5,0.64,3
20010219,69,83,67.2,80.5,0.64,3.08
20010220,67,81,67.2,80.5,0.64,3.15
20010221,66,81,67.2,80.5,0.64,3.23
20010222,66,80,67.2,80.5,0.64,3.31
20010223,68,80,67.2,80.5,0.75,3.39
20010224,67,80,67.2,80.6,0.75,3.47
20010225,74,80,67.3,80.6,0.75,3.55
20010226,70,81,67.3,80.6,0.75,3.63
20010227,67,85,67.3,80.6,0.75,3.7
20010228,71,84,67.3,80.6,0.75,3.78
20010301,71,82,67.3,80.6,0.75,3.85
20010302,69,83,67.4,80.6,0.76,3.93
20010303,69,79,67.4,80.6,0.77,4
20010304,69,82,67.4,80.7,0.77,4.08
20010305,69,80,67.4,80.7,0.77,4.16
20010306,65,83,67.5,80.7,0.77,4.24
20010307,68,83,67.5,80.7,0.77,4.31
20010308,71,83,67.6,80.8,0.77,4.39
20010309,70,82,67.6,80.8,0.77,4.48
20010310,71,82,67.6,80.8,0.77,4.57
20010311,68,82,67.7,80.9,0.77,4.66
20010312,71,82,67.8,80.9,0.77,4.76
20010313,70,83,67.8,81,0.77,4.85
20010314,69,83,67.9,81,0.77,4.93
20010315,70,82,67.9,81.1,0.77,5.01
20010316,69,82,68,81.1,0.77,5.09
20010317,67,78,68.1,81.2,0.82,5.18
20010318,65,84,68.1,81.2,0.82,5.25
20010319,67,80,68.2,81.3,0.82,5.33
20010320,63,82,68.3,81.3,0.82,5.41
20010321,61,80,68.4,81.4,0.82,5.48
20010322,66,78,68.4,81.5,0.82,5.55
20010323,63,80,68.5,81.5,0.82,5.62
20010324,70,78,68.6,81.6,1.35,5.68
20010325,71,80,68.7,81.7,1.37,5.75
20010326,68,82,68.8,81.7,1.37,5.82
20010327,70,85,68.9,81.8,1.37,5.89
20010328,73,84,68.9,81.9,1.37,5.95
20010329,70,81,69,81.9,1.37,6.01
20010330,69,81,69.1,82,1.37,6.08
20010331,69,82,69.2,82.1,1.37,6.14
20010401,70,83,69.3,82.2,1.37,6.18
20010402,73,84,69.4,82.2,1.37,6.23
20010403,73,85,69.4,82.3,1.37,6.27
20010404,72,84,69.5,82.4,1.37,6.31
20010405,68,81,69.6,82.5,1.37,6.35
20010406,69,76,69.7,82.5,1.45,6.39
20010407,69,83,69.7,82.6,1.45,6.42
20010408,71,83,69.8,82.7,1.47,6.45
20010409,70,83,69.9,82.7,1.48,6.48
20010410,69,82,69.9,82.8,1.56,6.51
20010411,72,83,70,82.9,1.56,6.53
20010412,71,84,70,82.9,1.61,6.55
20010413,71,83,70.1,83,1.61,6.58
20010414,70,83,70.1,83.1,1.61,6.6
20010415,68,82,70.2,83.1,1.63,6.62
20010416,68,82,70.2,83.2,1.63,6.64
20010417,68,81,70.2,83.2,1.65,6.66
20010418,71,84,70.3,83.3,1.65,6.68
20010419,70,82,70.3,83.3,1.65,6.7
20010420,70,83,70.4,83.4,1.66,6.72
20010421,69,83,70.4,83.4,1.66,6.74
20010422,72,84,70.4,83.5,1.66,6.76
20010423,71,85,70.4,83.5,1.66,6.77
20010424,70,83,70.5,83.6,1.66,6.79
20010425,70,82,70.5,83.6,1.66,6.81
20010426,72,84,70.5,83.7,1.66,6.83
20010427,72,83,70.6,83.7,1.66,6.85
20010428,71,84,70.6,83.8,1.66,6.87
20010429,72,81,70.6,83.8,1.66,6.89
20010430,72,82,70.6,83.9,1.66,6.91
20010501,70,84,70.7,83.9,1.66,6.93
20010502,73,84,70.7,84,1.66,6.96
20010503,71,82,70.7,84,1.66,6.99
20010504,70,85,70.8,84.1,1.67,7.01
20010505,70,84,70.8,84.1,1.67,7.04
20010506,69,83,70.8,84.2,1.67,7.07
20010507,71,85,70.9,84.2,1.67,7.09
20010508,72,84,70.9,84.3,1.67,7.12
20010509,73,84,71,84.3,1.67,7.14
20010510,73,84,71,84.4,1.67,7.17
20010511,71,84,71.1,84.4,1.67,7.2
20010512,70,85,71.1,84.5,1.67,7.23
20010513,72,84,71.2,84.6,1.67,7.26
20010514,71,85,71.3,84.6,1.67,7.29
20010515,70,84,71.3,84.7,1.68,7.32
20010516,72,84,71.4,84.7,1.68,7.35
20010517,71,85,71.5,84.8,1.68,7.38
20010518,70,82,71.5,84.9,1.68,7.41
20010519,70,82,71.6,84.9,1.68,7.44
20010520,71,88,71.7,85,1.68,7.46
20010521,72,87,71.8,85.1,1.68,7.49
20010522,71,86,71.9,85.2,1.69,7.52
20010523,72,88,72,85.2,1.69,7.54
20010524,73,88,72,85.3,1.69,7.57
20010525,73,87,72.1,85.4,1.7,7.59
20010526,72,88,72.2,85.5,1.7,7.62
20010527,73,86,72.3,85.5,1.7,7.64
20010528,72,87,72.4,85.6,1.7,7.66
20010529,71,81,72.5,85.7,1.78,7.69
20010530,73,84,72.6,85.8,1.8,7.71
20010531,73,87,72.7,85.9,1.8,7.73
20010601,74,85,72.8,85.9,1.8,7.75
20010602,72,85,72.9,86,1.83,7.77
20010603,70,85,73,86.1,1.86,7.79
20010604,71,84,73,86.2,1.91,7.81
20010605,70,85,73.1,86.3,2.9,7.82
20010606,71,84,73.2,86.3,2.9,7.84
20010607,73,86,73.3,86.4,2.9,7.86
20010608,74,87,73.4,86.5,2.9,7.88
20010609,74,85,73.5,86.5,2.9,7.89
20010610,74,86,73.5,86.6,2.9,7.9
20010611,74,85,73.6,86.7,2.9,7.92
20010612,74,85,73.7,86.8,2.9,7.94
20010613,74,85,73.7,86.8,2.91,7.95
20010614,74,86,73.8,86.9,2.91,7.97
20010615,75,88,73.9,86.9,2.91,7.99
20010616,74,87,73.9,87,2.91,8
20010617,75,87,74,87.1,2.91,8.02
20010618,75,86,74,87.1,2.91,8.04
20010619,75,86,74.1,87.2,2.91,8.05
20010620,74,85,74.1,87.2,2.91,8.07
20010621,74,87,74.2,87.3,2.91,8.08
20010622,74,86,74.2,87.3,2.92,8.1
20010623,74,85,74.3,87.4,2.93,8.11
20010624,73,87,74.3,87.4,2.93,8.13
20010625,73,88,74.3,87.4,2.95,8.15
20010626,76,86,74.4,87.5,2.95,8.16
20010627,73,86,74.4,87.5,2.95,8.18
20010628,73,87,74.4,87.5,2.96,8.2
20010629,75,87,74.5,87.6,2.96,8.21
20010630,74,84,74.5,87.6,2.96,8.23
20010701,77,83,74.5,87.7,2.96,8.25
20010702,77,85,74.6,87.7,2.96,8.26
20010703,75,89,74.6,87.7,2.96,8.28
20010704,75,88,74.6,87.7,2.96,8.29
20010705,75,85,74.7,87.8,2.96,8.31
20010706,76,88,74.7,87.8,2.96,8.33
20010707,75,87,74.7,87.8,2.96,8.35
20010708,74,88,74.8,87.9,2.96,8.36
20010709,72,90,74.8,87.9,2.96,8.38
20010710,76,88,74.9,87.9,2.96,8.4
20010711,75,88,74.9,87.9,2.96,8.41
20010712,73,87,74.9,88,2.99,8.43
20010713,74,86,75,88,3.02,8.44
20010714,72,88,75,88,3.05,8.46
20010715,78,90,75,88.1,3.05,8.47
20010716,77,88,75.1,88.1,3.05,8.49
20010717,74,88,75.1,88.1,3.05,8.51
20010718,73,88,75.2,88.2,3.06,8.52
20010719,75,88,75.2,88.2,3.06,8.54
20010720,75,88,75.3,88.2,3.06,8.55
20010721,76,88,75.3,88.2,3.06,8.57
20010722,75,89,75.3,88.3,3.06,8.59
20010723,75,89,75.4,88.3,3.06,8.61
20010724,76,88,75.4,88.3,3.06,8.63
20010725,74,89,75.5,88.4,3.06,8.64
20010726,76,89,75.5,88.4,3.06,8.66
20010727,74,88,75.5,88.4,3.06,8.68
20010728,75,89,75.6,88.5,3.06,8.7
20010729,76,89,75.6,88.5,3.09,8.71
20010730,76,90,75.6,88.5,3.09,8.73
20010731,76,86,75.7,88.6,3.09,8.75
20010801,76,88,75.7,88.6,3.09,8.77
20010802,75,90,75.7,88.6,3.09,8.79
20010803,77,87,75.7,88.6,3.09,8.81
20010804,75,88,75.7,88.7,3.09,8.83
20010805,76,87,75.8,88.7,3.09,8.85
20010806,76,88,75.8,88.7,3.09,8.87
20010807,76,89,75.8,88.7,3.09,8.89
20010808,77,89,75.8,88.8,3.09,8.9
20010809,77,89,75.8,88.8,3.09,8.92
20010810,77,88,75.8,88.8,3.09,8.94
20010811,76,88,75.8,88.8,3.09,8.96
20010812,76,87,75.8,88.8,3.09,8.99
20010813,77,87,75.8,88.8,3.09,9.01
20010814,75,88,75.7,88.9,3.09,9.04
20010815,74,89,75.7,88.9,3.09,9.07
20010816,78,88,75.7,88.9,3.09,9.1
20010817,76,90,75.7,88.9,3.09,9.13
20010818,77,90,75.7,88.9,3.1,9.16
20010819,77,89,75.6,88.9,3.1,9.19
20010820,76,86,75.6,88.9,3.1,9.22
20010821,75,88,75.6,88.9,3.11,9.25
20010822,75,89,75.5,88.9,3.11,9.28
20010823,77,89,75.5,88.9,3.11,9.31
20010824,73,88,75.4,88.9,3.12,9.34
20010825,74,89,75.4,88.9,3.12,9.38
20010826,72,89,75.4,88.8,3.12,9.41
20010827,76,87,75.3,88.8,3.14,9.44
20010828,74,91,75.3,88.8,3.14,9.47
20010829,79,90,75.2,88.8,3.14,9.51
20010830,77,89,75.2,88.8,3.14,9.55
20010831,76,90,75.2,88.8,3.14,9.59
20010901,76,89,75.1,88.7,3.14,9.62
20010902,75,89,75.1,88.7,3.14,9.66
20010903,75,88,75.1,88.7,3.14,9.7
20010904,74,89,75,88.7,3.14,9.73
20010905,74,90,75,88.7,3.14,9.77
20010906,74,90,75,88.6,3.14,9.8
20010907,74,91,74.9,88.6,3.14,9.84
20010908,75,90,74.9,88.6,3.14,9.87
20010909,76,90,74.9,88.6,3.14,9.9
20010910,79,91,74.9,88.6,3.14,9.93
20010911,77,91,74.8,88.5,3.14,9.96
20010912,75,88,74.8,88.5,3.14,9.99
20010913,72,89,74.8,88.5,3.14,10.02
20010914,73,88,74.8,88.5,3.14,10.05
20010915,76,92,74.8,88.4,3.14,10.07
20010916,76,87,74.7,88.4,3.16,10.1
20010917,78,88,74.7,88.4,3.16,10.13
20010918,76,89,74.7,88.4,3.16,10.15
20010919,76,89,74.7,88.3,3.16,10.18
20010920,75,89,74.7,88.3,3.29,10.21
20010921,75,88,74.7,88.3,3.31,10.23
20010922,75,88,74.7,88.2,3.31,10.26
20010923,78,86,74.7,88.2,3.31,10.29
20010924,75,89,74.7,88.2,3.31,10.31
20010925,76,91,74.7,88.1,3.31,10.34
20010926,76,87,74.7,88.1,3.34,10.37
20010927,77,87,74.6,88.1,3.34,10.39
20010928,75,88,74.6,88,3.42,10.42
20010929,74,87,74.6,88,3.42,10.45
20010930,75,87,74.6,88,3.42,10.47
20011001,72,84,74.6,87.9,3.45,10.5
20011002,71,83,74.6,87.9,3.45,10.53
20011003,69,86,74.5,87.8,3.45,10.56
20011004,74,91,74.5,87.8,3.45,10.59
20011005,74,88,74.5,87.7,3.5,10.63
20011006,77,88,74.5,87.7,3.5,10.67
20011007,74,87,74.4,87.6,3.58,10.71
20011008,77,88,74.4,87.6,3.58,10.75
20011009,76,89,74.4,87.5,3.58,10.79
20011010,75,87,74.3,87.4,3.58,10.83
20011011,75,87,74.3,87.4,3.58,10.87
20011012,76,88,74.2,87.3,3.58,10.92
20011013,75,87,74.2,87.2,3.61,10.96
20011014,71,87,74.1,87.1,3.61,11
20011015,71,88,74.1,87.1,3.61,11.05
20011016,76,86,74,87,3.61,11.09
20011017,77,86,73.9,86.9,3.61,11.14
20011018,77,87,73.9,86.8,3.61,11.18
20011019,76,87,73.8,86.7,3.61,11.23
20011020,73,86,73.7,86.7,3.61,11.28
20011021,72,85,73.7,86.6,3.61,11.34
20011022,72,86,73.6,86.5,3.63,11.41
20011023,69,87,73.5,86.4,3.64,11.47
20011024,70,83,73.4,86.3,3.69,11.54
20011025,75,85,73.4,86.2,3.71,11.6
20011026,74,89,73.3,86.1,3.71,11.67
20011027,71,81,73.2,86,4.42,11.73
20011028,71,81,73.1,85.9,4.47,11.79
20011029,74,84,73,85.8,4.47,11.85
20011030,74,84,73,85.7,4.47,11.92
20011031,74,84,72.9,85.6,4.47,11.98
20011101,73,85,72.8,85.5,4.47,12.06
20011102,75,85,72.7,85.4,4.47,12.14
20011103,75,85,72.7,85.3,4.47,12.22
20011104,75,85,72.6,85.2,4.47,12.29
20011105,74,85,72.5,85.1,4.47,12.37
20011106,74,85,72.4,85,4.48,12.45
20011107,73,83,72.4,84.9,4.5,12.52
20011108,75,83,72.3,84.8,4.5,12.6
20011109,74,83,72.2,84.7,4.5,12.68
20011110,73,81,72.1,84.6,4.5,12.76
20011111,73,83,72.1,84.5,4.5,12.83
20011112,73,85,72,84.4,4.5,12.91
20011113,71,84,71.9,84.3,4.52,12.99
20011114,68,82,71.9,84.2,4.52,13.07
20011115,68,84,71.8,84.1,4.52,13.15
20011116,66,81,71.8,84,4.52,13.23
20011117,68,81,71.7,83.9,4.52,13.32
20011118,65,81,71.6,83.8,4.52,13.4
20011119,67,81,71.6,83.7,4.52,13.47
20011120,68,82,71.5,83.7,4.52,13.54
20011121,71,85,71.4,83.6,4.52,13.61
20011122,71,83,71.4,83.5,4.52,13.67
20011123,72,84,71.3,83.4,4.52,13.74
20011124,70,83,71.2,83.3,4.52,13.81
20011125,69,83,71.2,83.3,4.71,13.88
20011126,76,83,71.1,83.2,5.14,13.95
20011127,70,79,71,83.1,8.38,14.02
20011128,74,82,71,83,8.38,14.09
20011129,73,84,70.9,83,8.38,14.16
20011130,73,83,70.8,82.9,8.38,14.23
20011201,73,83,70.7,82.8,8.38,14.29
20011202,76,84,70.7,82.7,8.38,14.35
20011203,73,83,70.6,82.7,8.38,14.41
20011204,75,84,70.5,82.6,8.38,14.47
20011205,72,82,70.4,82.5,8.38,14.53
20011206,72,84,70.3,82.4,8.38,14.59
20011207,73,83,70.2,82.4,8.38,14.65
20011208,73,83,70.1,82.3,8.38,14.71
20011209,73,83,70,82.2,8.38,14.77
20011210,74,82,69.9,82.2,8.38,14.83
20011211,74,81,69.8,82.1,8.38,14.89
20011212,72,82,69.7,82,8.44,14.96
20011213,72,78,69.6,82,8.57,15.03
20011214,73,80,69.5,81.9,8.65,15.1
20011215,73,79,69.4,81.8,8.69,15.17
20011216,72,82,69.2,81.8,8.7,15.24
20011217,73,81,69.1,81.7,8.7,15.31
20011218,70,81,69,81.6,8.7,15.38
20011219,72,82,68.9,81.6,8.71,15.46
20011220,72,82,68.8,81.5,8.71,15.55
20011221,70,83,68.6,81.5,8.71,15.63
20011222,65,82,68.5,81.4,8.71,15.71
20011223,68,78,68.4,81.3,8.79,15.79
20011224,69,78,68.3,81.3,8.81,15.87
20011225,66,81,68.2,81.2,8.87,15.95
20011226,69,81,68.1,81.2,8.87,16.03
20011227,65,81,67.9,81.1,8.87,16.1
20011228,74,83,67.8,81.1,8.87,16.18
20011229,68,84,67.7,81,9.08,16.25
20011230,68,82,67.6,80.9,9.11,16.33
20011231,63,81,67.5,80.9,9.14,16.41
20020101,61,79,67.4,80.9,0,0.08
20020102,63,80,67.3,80.8,T,0.15
20020103,66,82,67.3,80.8,T,0.22
20020104,62,80,67.2,80.7,T,0.29
20020105,72,81,67.1,80.7,T,0.36
20020106,70,83,67,80.7,0.02,0.44
20020107,65,82,67,80.6,0.02,0.51
20020108,72,81,66.9,80.6,0.02,0.58
20020109,67,82,66.8,80.6,0.02,0.65
20020110,70,79,66.8,80.5,0.02,0.72
20020111,66,81,66.8,80.5,0.02,0.78
20020112,67,85,66.7,80.5,0.02,0.84
20020113,71,83,66.7,80.5,0.02,0.9
20020114,67,82,66.7,80.4,0.02,0.96
20020115,71,82,66.6,80.4,0.02,1.02
20020116,71,81,66.6,80.4,0.02,1.07
20020117,69,81,66.6,80.4,0.09,1.13
20020118,67,77,66.6,80.4,0.73,1.17
20020119,67,76,66.6,80.4,0.89,1.22
20020120,67,75,66.6,80.4,1.13,1.27
20020121,68,78,66.6,80.4,1.2,1.32
20020122,69,78,66.6,80.4,1.25,1.37
20020123,65,79,66.6,80.4,1.26,1.42
20020124,68,82,66.6,80.4,1.26,1.48
20020125,74,79,66.7,80.4,1.26,1.53
20020126,70,79,66.7,80.4,1.33,1.58
20020127,69,81,66.7,80.4,1.41,1.62
20020128,67,78,66.7,80.4,1.77,1.68
20020129,69,76,66.7,80.4,3.87,1.73
20020130,71,81,66.8,80.4,3.91,1.78
20020131,71,82,66.8,80.4,3.91,1.84
20020201,70,81,66.8,80.4,3.91,1.9
20020202,68,78,66.8,80.4,3.91,1.97
20020203,65,81,66.9,80.4,3.91,2.03
20020204,69,78,66.9,80.4,3.92,2.09
20020205,69,81,66.9,80.4,3.92,2.15
20020206,65,82,67,80.5,3.92,2.21
20020207,65,80,67,80.5,3.92,2.27
20020208,64,75,67,80.5,4.6,2.34
20020209,65,75,67,80.5,4.6,2.4
20020210,66,76,67,80.5,4.6,2.46
20020211,68,75,67.1,80.5,4.6,2.51
20020212,66,76,67.1,80.5,4.6,2.57
20020213,68,79,67.1,80.5,4.6,2.64
20020214,65,80,67.1,80.5,4.6,2.71
20020215,70,80,67.1,80.5,4.6,2.78
20020216,69,82,67.1,80.5,4.6,2.85
20020217,70,81,67.2,80.5,4.6,2.93
20020218,69,84,67.2,80.5,4.6,3
